sampleName	Scer	Spar	otherAmplifiedITS	otherGrowth	substrate	fieldDate	weight	isolationTemp	hostName	site	species	hostType	latitude	longitude	elevation	circum	pH
PYR14c	0	0	0	0	bark	26/08/2011	0.83	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR14d	0	0	0	1	bark	26/08/2011	0.47	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR15a	0	0	0	1	bark	26/08/2011	1.45	30	PYR15	PYR	Quercuspubescens	oak	40.375306	23.695278	154	1.45	NA
PYR15b	0	0	0	1	bark	26/08/2011	1.43	30	PYR15	PYR	Quercuspubescens	oak	40.375306	23.695278	154	1.45	NA
PYR15c	0	0	0	1	bark	26/08/2011	0.06	30	PYR15	PYR	Quercuspubescens	oak	40.375306	23.695278	154	1.45	NA
PYR15d	0	0	0	0	bark	26/08/2011	0.83	30	PYR15	PYR	Quercuspubescens	oak	40.375306	23.695278	154	1.45	NA
PYR1a	0	0	0	1	bark	07/09/2009	NA	30	PYR1	PYR	Quercuspubescens	oak	40.37258	23.69282	142	NA	NA
PYR1c	0	0	1	1	bark	26/08/2011	1.35	30	PYR1	PYR	Quercuspubescens	oak	40.37258	23.69282	142	NA	NA
PYR1d	0	0	0	1	bark	26/08/2011	1.42	30	PYR1	PYR	Quercuspubescens	oak	40.37258	23.69282	142	NA	NA
PYR1e	0	0	1	1	bark	26/08/2011	1.47	30	PYR1	PYR	Quercuspubescens	oak	40.37258	23.69282	142	NA	NA
PYR1f	0	0	0	1	bark	26/08/2011	1.01	30	PYR1	PYR	Quercuspubescens	oak	40.37258	23.69282	142	NA	NA
PYR2a	0	0	1	1	bark	07/09/2009	NA	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR2b	0	0	1	0	bark	07/09/2009	NA	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR2c	0	0	0	1	bark	26/08/2011	1.48	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR2d	0	0	1	0	bark	26/08/2011	0.59	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR2e	0	0	0	1	bark	26/08/2011	1.04	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR2f	0	0	0	0	bark	26/08/2011	2.12	30	PYR2	PYR	Quercuspubescens	oak	40.37325	23.69317	144	1.33	NA
PYR3a	0	0	1	1	bark	07/09/2009	NA	30	PYR3	PYR	Quercuspubescens	oak	40.37351	23.69323	144	1.23	NA
PYR3c	0	0	0	1	bark	26/08/2011	1.53	30	PYR3	PYR	Quercuspubescens	oak	40.37351	23.69323	144	1.23	NA
PYR3d	0	0	0	0	bark	26/08/2011	1.12	30	PYR3	PYR	Quercuspubescens	oak	40.37351	23.69323	144	1.23	NA
PYR3e	0	0	0	1	bark	26/08/2011	1.08	30	PYR3	PYR	Quercuspubescens	oak	40.37351	23.69323	144	1.23	NA
PYR3f	0	0	0	1	bark	26/08/2011	0.92	30	PYR3	PYR	Quercuspubescens	oak	40.37351	23.69323	144	1.23	NA
PYR4a	0	0	1	0	bark	07/09/2009	NA	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR4b	1	0	0	1	bark	07/09/2009	NA	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR4c	0	0	1	1	bark	26/08/2011	1.03	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR4d	0	0	0	1	bark	26/08/2011	1.56	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR4e	1	0	0	0	bark	26/08/2011	1.18	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR4f	0	0	0	1	bark	26/08/2011	1.17	30	PYR4	PYR	Quercuspubescens	oak	40.37596	23.6925	150	NA	NA
PYR5a	0	1	0	1	bark	07/09/2009	NA	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR5b	0	1	0	0	bark	07/09/2009	NA	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR5c	0	1	0	1	bark	26/08/2011	0.92	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR5d	0	0	1	1	bark	26/08/2011	1	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR5e	0	1	0	0	bark	26/08/2011	0.73	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR5f	0	1	0	0	bark	26/08/2011	0.8	30	PYR5	PYR	Quercuspubescens	oak	40.3758	23.6924	151	NA	NA
PYR6a	0	0	0	0	bark	07/09/2009	NA	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR6b	0	0	0	0	bark	07/09/2009	NA	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR6c	0	0	1	1	bark	26/08/2011	1.61	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR6d	0	0	1	0	bark	26/08/2011	1.53	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR6e	0	0	1	0	bark	26/08/2011	0.82	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR6f	0	0	1	1	bark	26/08/2011	1.05	30	PYR6	PYR	Quercuspubescens	oak	40.3758	23.69243	148	NA	NA
PYR7a	0	1	0	0	bark	07/09/2009	NA	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR7b	0	1	0	1	bark	07/09/2009	NA	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR7c	0	1	0	0	bark	26/08/2011	1.11	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR7d	0	0	0	1	bark	26/08/2011	1.27	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR7e	0	1	0	0	bark	26/08/2011	0.75	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR7f	0	0	1	0	bark	26/08/2011	1.64	30	PYR7	PYR	Quercuspubescens	oak	40.37554	23.69234	149	NA	NA
PYR8a	0	0	0	0	bark	07/09/2009	NA	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR8b	0	1	0	1	bark	07/09/2009	NA	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR8c	0	0	0	1	bark	26/08/2011	2.1	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR8d	0	1	0	1	bark	26/08/2011	1.19	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR8e	0	1	0	0	bark	26/08/2011	1.04	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR8f	0	1	0	0	bark	26/08/2011	1.38	30	PYR8	PYR	Quercusvirgiliana	oak	40.37535	23.69223	147	NA	NA
PYR9a	0	0	1	1	bark	07/09/2009	NA	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
PYR9b	0	0	1	0	bark	07/09/2009	NA	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
PYR9c	0	1	0	1	bark	26/08/2011	1.07	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
PYR9d	0	0	0	1	bark	26/08/2011	1.83	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
PYR9e	0	0	0	0	bark	26/08/2011	0.81	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
PYR9f	0	0	0	1	bark	26/08/2011	0.95	30	PYR9	PYR	Quercuspubescens	oak	40.37548	23.6922	147	NA	NA
SON1a	0	0	0	1	fig	10/08/2011	4.17	30	SON1	SON	Ficuscarica	fig	41.711014	-7.228742	567	0.56	6.5
SON1b	0	0	0	0	fig	10/08/2011	4.84	30	SON1	SON	Ficuscarica	fig	41.711014	-7.228742	567	0.56	6.5
SON1c	0	0	0	0	bark	10/08/2011	0.56	30	SON1	SON	Ficuscarica	fig	41.711014	-7.228742	567	0.56	6.5
SON2a	0	0	0	0	fig	10/08/2011	3.17	30	SON2	SON	Ficuscarica	fig	41.710883	-7.228683	567	0.33	6.5
SON2b	0	0	0	0	fig	10/08/2011	4.32	30	SON2	SON	Ficuscarica	fig	41.710883	-7.228683	567	0.33	6.5
SON2c	0	0	0	0	bark	10/08/2011	0.27	30	SON2	SON	Ficuscarica	fig	41.710883	-7.228683	567	0.33	6.5
SON3a	0	0	0	1	fig	10/08/2011	4.85	30	SON3	SON	Ficuscarica	fig	41.710883	-7.228753	567	1.41	7.5
SON3b	0	0	0	0	fig	10/08/2011	2.16	30	SON3	SON	Ficuscarica	fig	41.710883	-7.228753	567	1.41	7.5
SON3c	0	0	0	0	bark	10/08/2011	0.74	30	SON3	SON	Ficuscarica	fig	41.710883	-7.228753	567	1.41	7.5
SON4a	0	0	0	0	fig	10/08/2011	2.54	30	SON4	SON	Ficuscarica	fig	41.710836	-7.228847	567	0.445	6
SON4b	0	0	0	0	fig	10/08/2011	3.35	30	SON4	SON	Ficuscarica	fig	41.710836	-7.228847	567	0.445	6
SON4c	1	0	0	0	bark	10/08/2011	0.19	30	SON4	SON	Ficuscarica	fig	41.710836	-7.228847	567	0.445	6
SON5a	0	0	0	0	fig	10/08/2011	2.69	30	SON5	SON	Ficuscarica	fig	41.711156	-7.229614	567	0.645	5
SON5b	0	0	0	0	fig	10/08/2011	4.5	30	SON5	SON	Ficuscarica	fig	41.711156	-7.229614	567	0.645	5
SON5c	0	0	0	0	bark	10/08/2011	0.3	30	SON5	SON	Ficuscarica	fig	41.711156	-7.229614	567	0.645	5
SON6a	0	0	0	1	fig	10/08/2011	3.74	30	SON6	SON	Ficuscarica	fig	41.711147	-7.229589	567	0.92	7
SON6b	0	0	0	0	fig	10/08/2011	3.18	30	SON6	SON	Ficuscarica	fig	41.711147	-7.229589	567	0.92	7
SON6c	0	0	0	0	bark	10/08/2011	0.31	30	SON6	SON	Ficuscarica	fig	41.711147	-7.229589	567	0.92	7
SON7a	0	0	1	0	fig	10/08/2011	3.3	30	SON7	SON	Ficuscarica	fig	41.711158	-7.229675	567	0.278	6
SON7b	0	0	0	0	fig	10/08/2011	2.02	30	SON7	SON	Ficuscarica	fig	41.711158	-7.229675	567	0.278	6
SON7c	0	0	0	0	bark	10/08/2011	1.02	30	SON7	SON	Ficuscarica	fig	41.711158	-7.229675	567	0.278	6
SON8a	0	0	0	0	fig	10/08/2011	3.02	30	SON8	SON	Ficuscarica	fig	41.711114	-7.229519	567	0.358	6
SON8b	0	0	0	0	fig	10/08/2011	1.27	30	SON8	SON	Ficuscarica	fig	41.711114	-7.229519	567	0.358	6
SON8c	0	0	0	0	bark	10/08/2011	0.23	30	SON8	SON	Ficuscarica	fig	41.711114	-7.229519	567	0.358	6
TAX10a	0	0	1	0	bark	28/08/2011	0.64	30	TAX10	TAX	Quercusfrainetto	oak	40.43335	23.49898	813	0.46	NA
TAX10b	0	0	1	0	bark	28/08/2011	0.7	30	TAX10	TAX	Quercusfrainetto	oak	40.43335	23.49898	813	0.46	NA
TAX10c	0	0	0	1	bark	28/08/2011	0.66	30	TAX10	TAX	Quercusfrainetto	oak	40.43335	23.49898	813	0.46	NA
TAX10d	0	0	0	1	bark	28/08/2011	0.62	30	TAX10	TAX	Quercusfrainetto	oak	40.43335	23.49898	813	0.46	NA
TAX11a	0	0	1	0	bark	28/08/2011	0.4	30	TAX11	TAX	Quercusfrainetto	oak	40.43406	23.49914	821	NA	NA
TAX11b	0	0	1	1	bark	28/08/2011	0.57	30	TAX11	TAX	Quercusfrainetto	oak	40.43406	23.49914	821	NA	NA
TAX11c	0	0	1	0	bark	28/08/2011	0.43	30	TAX11	TAX	Quercusfrainetto	oak	40.43406	23.49914	821	NA	NA
TAX11d	0	0	1	0	bark	28/08/2011	0.57	30	TAX11	TAX	Quercusfrainetto	oak	40.43406	23.49914	821	NA	NA
TAX12a	0	0	1	0	bark	28/08/2011	0.7	30	TAX12	TAX	Quercusfrainetto	oak	40.43397	23.49888	818	0.72	NA
TAX12b	0	0	1	0	bark	28/08/2011	0.7	30	TAX12	TAX	Quercusfrainetto	oak	40.43397	23.49888	818	0.72	NA
TAX12c	0	0	1	1	bark	28/08/2011	0.94	30	TAX12	TAX	Quercusfrainetto	oak	40.43397	23.49888	818	0.72	NA
TAX12d	0	0	1	0	bark	28/08/2011	0.68	30	TAX12	TAX	Quercusfrainetto	oak	40.43397	23.49888	818	0.72	NA
TAX13a	0	1	0	0	bark	28/08/2011	1.01	30	TAX13	TAX	Quercusfrainetto	oak	40.43388	23.49902	816	NA	NA
TAX13b	0	0	1	0	bark	28/08/2011	0.63	30	TAX13	TAX	Quercusfrainetto	oak	40.43388	23.49902	816	NA	NA
TAX13c	0	0	1	0	bark	28/08/2011	0.63	30	TAX13	TAX	Quercusfrainetto	oak	40.43388	23.49902	816	NA	NA
TAX13d	0	0	1	0	bark	28/08/2011	0.73	30	TAX13	TAX	Quercusfrainetto	oak	40.43388	23.49902	816	NA	NA
TAX14a	0	1	0	0	bark	28/08/2011	0.89	30	TAX14	TAX	Quercusfrainetto	oak	40.4332	23.49548	796	1.31	NA
TAX14b	0	1	0	0	bark	28/08/2011	0.99	30	TAX14	TAX	Quercusfrainetto	oak	40.4332	23.49548	796	1.31	NA
TAX14c	0	1	0	0	bark	28/08/2011	0.65	30	TAX14	TAX	Quercusfrainetto	oak	40.4332	23.49548	796	1.31	NA
TAX14d	0	0	1	1	bark	28/08/2011	0.59	30	TAX14	TAX	Quercusfrainetto	oak	40.4332	23.49548	796	1.31	NA
TAX15a	0	1	0	0	bark	28/08/2011	1.02	30	TAX15	TAX	Quercusfrainetto	oak	40.43328	23.49516	797	1.545	NA
TAX15b	0	1	0	0	bark	28/08/2011	0.82	30	TAX15	TAX	Quercusfrainetto	oak	40.43328	23.49516	797	1.545	NA
TAX15c	0	1	0	0	bark	28/08/2011	1.17	30	TAX15	TAX	Quercusfrainetto	oak	40.43328	23.49516	797	1.545	NA
TAX15d	0	1	0	0	bark	28/08/2011	0.78	30	TAX15	TAX	Quercusfrainetto	oak	40.43328	23.49516	797	1.545	NA
TAX1a	0	1	0	1	bark	28/08/2011	0.68	30	TAX1	TAX	Quercusfrainetto	oak	40.43237	23.50122	829	0.525	NA
TAX1b	0	0	0	0	bark	28/08/2011	0.58	30	TAX1	TAX	Quercusfrainetto	oak	40.43237	23.50122	829	0.525	NA
TAX1c	0	0	1	0	bark	28/08/2011	0.58	30	TAX1	TAX	Quercusfrainetto	oak	40.43237	23.50122	829	0.525	NA
TAX1d	0	1	0	0	bark	28/08/2011	0.58	30	TAX1	TAX	Quercusfrainetto	oak	40.43237	23.50122	829	0.525	NA
TAX2a	0	1	0	0	bark	28/08/2011	0.96	30	TAX2	TAX	Quercusfrainetto	oak	40.43212	23.5026	849	0.795	NA
TAX2b	0	0	1	0	bark	28/08/2011	0.54	30	TAX2	TAX	Quercusfrainetto	oak	40.43212	23.5026	849	0.795	NA
TAX2c	0	0	1	1	bark	28/08/2011	0.45	30	TAX2	TAX	Quercusfrainetto	oak	40.43212	23.5026	849	0.795	NA
TAX2d	0	1	0	1	bark	28/08/2011	0.73	30	TAX2	TAX	Quercusfrainetto	oak	40.43212	23.5026	849	0.795	NA
TAX3a	0	0	1	0	bark	28/08/2011	0.83	30	TAX3	TAX	Quercusfrainetto	oak	40.43235	23.50295	856	0.76	NA
TAX3b	0	0	0	1	bark	28/08/2011	0.63	30	TAX3	TAX	Quercusfrainetto	oak	40.43235	23.50295	856	0.76	NA
TAX3c	0	0	1	0	bark	28/08/2011	0.63	30	TAX3	TAX	Quercusfrainetto	oak	40.43235	23.50295	856	0.76	NA
TAX3d	0	1	0	0	bark	28/08/2011	0.66	30	TAX3	TAX	Quercusfrainetto	oak	40.43235	23.50295	856	0.76	NA
TAX4a	0	1	0	0	bark	28/08/2011	0.76	30	TAX4	TAX	Quercusfrainetto	oak	40.43273	23.50222	853	0.92	NA
TAX4b	0	1	1	1	bark	28/08/2011	0.33	30	TAX4	TAX	Quercusfrainetto	oak	40.43273	23.50222	853	0.92	NA
TAX4c	0	1	1	1	bark	28/08/2011	0.45	30	TAX4	TAX	Quercusfrainetto	oak	40.43273	23.50222	853	0.92	NA
TAX4d	0	1	0	1	bark	28/08/2011	0.59	30	TAX4	TAX	Quercusfrainetto	oak	40.43273	23.50222	853	0.92	NA
TAX5a	0	0	0	0	bark	28/08/2011	0.68	30	TAX5	TAX	Quercusfrainetto	oak	40.43299	23.50173	850	0.555	NA
TAX5b	0	0	0	0	bark	28/08/2011	0.41	30	TAX5	TAX	Quercusfrainetto	oak	40.43299	23.50173	850	0.555	NA
TAX5c	0	1	0	0	bark	28/08/2011	0.74	30	TAX5	TAX	Quercusfrainetto	oak	40.43299	23.50173	850	0.555	NA
TAX5d	0	1	0	0	bark	28/08/2011	0.98	30	TAX5	TAX	Quercusfrainetto	oak	40.43299	23.50173	850	0.555	NA
TAX6a	0	0	1	0	bark	28/08/2011	0.68	30	TAX6	TAX	Quercusfrainetto	oak	40.43327	23.50157	852	0.8	NA
TAX6b	0	0	1	0	bark	28/08/2011	0.76	30	TAX6	TAX	Quercusfrainetto	oak	40.43327	23.50157	852	0.8	NA
TAX6c	0	0	1	0	bark	28/08/2011	0.44	30	TAX6	TAX	Quercusfrainetto	oak	40.43327	23.50157	852	0.8	NA
TAX6d	0	0	0	0	bark	28/08/2011	0.46	30	TAX6	TAX	Quercusfrainetto	oak	40.43327	23.50157	852	0.8	NA
TAX7a	0	0	0	1	bark	28/08/2011	0.61	30	TAX7	TAX	Quercusfrainetto	oak	40.43386	23.5008	848	0.725	NA
TAX7b	0	0	1	1	bark	28/08/2011	0.64	30	TAX7	TAX	Quercusfrainetto	oak	40.43386	23.5008	848	0.725	NA
TAX7c	0	0	0	1	bark	28/08/2011	0.27	30	TAX7	TAX	Quercusfrainetto	oak	40.43386	23.5008	848	0.725	NA
TAX7d	0	0	0	0	bark	28/08/2011	0.33	30	TAX7	TAX	Quercusfrainetto	oak	40.43386	23.5008	848	0.725	NA
TAX8a	0	1	0	1	bark	28/08/2011	0.33	30	TAX8	TAX	Quercusfrainetto	oak	40.43398	23.50069	847	0.75	NA
TAX8b	0	0	1	1	bark	28/08/2011	0.32	30	TAX8	TAX	Quercusfrainetto	oak	40.43398	23.50069	847	0.75	NA
TAX8c	0	0	0	1	bark	28/08/2011	0.6	30	TAX8	TAX	Quercusfrainetto	oak	40.43398	23.50069	847	0.75	NA
TAX8d	0	0	1	1	bark	28/08/2011	0.5	30	TAX8	TAX	Quercusfrainetto	oak	40.43398	23.50069	847	0.75	NA
TAX9a	0	0	1	0	bark	28/08/2011	0.93	30	TAX9	TAX	Quercusfrainetto	oak	40.43349	23.49853	807	NA	NA
TAX9b	0	0	1	0	bark	28/08/2011	0.66	30	TAX9	TAX	Quercusfrainetto	oak	40.43349	23.49853	807	NA	NA
TAX9c	0	0	1	0	bark	28/08/2011	0.5	30	TAX9	TAX	Quercusfrainetto	oak	40.43349	23.49853	807	NA	NA
TAX9d	0	0	1	1	bark	28/08/2011	0.53	30	TAX9	TAX	Quercusfrainetto	oak	40.43349	23.49853	807	NA	NA
TTP1a	0	0	1	0	bark	11/10/2006	0.63	30	TTP1	TTP	Quercusrobur	oak	53.335653	-2.387733	25	3.9	7
TTP1b	0	0	0	0	soil	11/10/2006	1.76	30	TTP1	TTP	Quercusrobur	oak	53.335653	-2.387733	25	3.9	7
TTP1d	0	0	1	0	bark	11/10/2006	1.61	30	TTP1	TTP	Quercusrobur	oak	53.335653	-2.387733	25	3.9	7
TTP1e	0	0	1	0	bark	11/10/2006	0.74	30	TTP1	TTP	Quercusrobur	oak	53.335653	-2.387733	25	3.9	7
TTP1f	0	0	1	0	soil	11/10/2006	1.34	30	TTP1	TTP	Quercusrobur	oak	53.335653	-2.387733	25	3.9	7
TTP2a	0	1	1	0	soil	11/10/2006	1.45	30	TTP2	TTP	Quercusrobur	oak	53.335453	-2.385689	64	4.02	4
TTP2b	0	1	1	0	soil	11/10/2006	3.58	30	TTP2	TTP	Quercusrobur	oak	53.335453	-2.385689	64	4.02	4
TTP2c	0	1	1	0	bark	11/10/2006	0.86	30	TTP2	TTP	Quercusrobur	oak	53.335453	-2.385689	64	4.02	4
TTP2e	0	0	0	0	bark	11/10/2006	1.41	30	TTP2	TTP	Quercusrobur	oak	53.335453	-2.385689	64	4.02	4
UEA1a	0	0	0	0	soil	05/09/2006	6.66	25	UEA1	UEA	Quercusrobur	oak	52.618792	1.2353031	12	NA	5
UEA1b	0	0	0	0	bark	05/09/2006	0.855	25	UEA1	UEA	Quercusrobur	oak	52.618792	1.2353031	12	NA	5
UEA1c	0	1	0	0	soil	05/09/2006	8.475	25	UEA1	UEA	Quercusrobur	oak	52.618792	1.2353031	12	NA	5
UEA1e	0	0	0	0	bark	05/09/2006	1.51	25	UEA1	UEA	Quercusrobur	oak	52.618792	1.2353031	12	NA	5
UEA2a	0	0	0	1	soil	05/09/2006	2.15	25	UEA2	UEA	Quercusrobur	oak	52.623324	1.2392497	26	6.82	5
UEA2b	0	1	0	0	bark	05/09/2006	1.845	25	UEA2	UEA	Quercusrobur	oak	52.623324	1.2392497	26	6.82	5
UEA2c	0	1	0	0	soil	05/09/2006	4.275	25	UEA2	UEA	Quercusrobur	oak	52.623324	1.2392497	26	6.82	5
VelA	0	0	1	0	fig	02/09/2011	12.72	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelB	0	0	1	0	fig	02/09/2011	12.33	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelC	0	0	0	1	fig	02/09/2011	12.38	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelD	0	0	0	1	fig	02/09/2011	11.2	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelE	0	0	1	0	fig	02/09/2011	9.54	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelF	1	0	0	0	fig	02/09/2011	10.04	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelG	0	0	0	1	fig	02/09/2011	10.06	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelH	0	0	1	0	fig	02/09/2011	9.71	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelI	0	0	0	1	fig	02/09/2011	15.47	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
VelJ	0	0	0	0	fig	02/09/2011	15.29	30	VEL	PAR	Ficuscarica	fig	38.13398	23.78009	334	NA	NA
